Actual_SoC,Predicted_SoC
0.91471714,0.89966255
0.9145434,0.8994832
0.9143695,0.8993038
0.91419536,0.8991242
0.914021,0.89894426
0.9138465,0.8987642
0.9136718,0.89858407
0.91349685,0.8984038
0.91332173,0.8982232
0.91314644,0.89804244
0.9129709,0.89786154
0.91279525,0.89768046
0.9126193,0.89749926
0.9124432,0.89731765
0.9122669,0.8971361
0.9120904,0.89695436
0.9119137,0.8967723
0.91173685,0.89659005
0.91155976,0.8964077
0.9113825,0.8962252
0.91120505,0.8960425
0.9110273,0.8958597
0.9108495,0.89567655
0.9106714,0.89549327
0.9104932,0.89530987
0.9103148,0.89512634
0.9101361,0.8949426
0.9099573,0.8947586
0.9097783,0.8945744
0.90959907,0.89439005
0.90941966,0.89420563
0.90924007,0.894021
0.90906024,0.89383614
0.9088803,0.8936512
0.90870005,0.893466
0.90851974,0.8932805
0.9083392,0.893095
0.90815836,0.89290935
0.90797746,0.8927233
0.9077963,0.8925373
0.907615,0.8923511
0.90743345,0.8921647
0.9072518,0.89197814
0.90706986,0.8917914
0.90688777,0.8916044
0.9067055,0.89141726
0.906523,0.89123005
0.9063404,0.8910425
0.9061575,0.8908549
0.90597445,0.890667
0.90579116,0.8904791
0.90560776,0.890291
0.9054241,0.89010257
0.90524036,0.88991404
0.9050563,0.88972545
0.9048722,0.8895365
0.9046878,0.88934755
0.9045032,0.8891583
0.90431845,0.88896894
0.9041335,0.88877946
0.9039484,0.8885897
0.90376306,0.8883998
0.90357757,0.88820976
0.9033919,0.8880196
0.903206,0.8878292
0.90301996,0.88763857
0.9028337,0.88744783
0.90264726,0.8872569
0.90246063,0.8870658
0.90227383,0.8868746
0.9020868,0.8866831
0.90189964,0.88649154
0.90171224,0.8862998
0.9015247,0.88610786
0.9013369,0.8859158
0.90114903,0.8857234
0.9009609,0.88553107
0.9007726,0.8853385
0.9005841,0.88514566
0.90039545,0.8849527
0.90020657,0.88475966
0.90001756,0.88456637
0.8998283,0.8843729
0.8996389,0.88417923
0.89944935,0.88398546
0.89925957,0.8837915
0.8990696,0.8835974
0.8988794,0.8834031
0.8986891,0.8832086
0.8984986,0.883014
0.89830786,0.8828192
0.898117,0.8826242
0.897926,0.8824291
0.8977347,0.8822339
0.8975433,0.88203835
0.8973517,0.8818428
0.8971599,0.881647
0.8969679,0.8814511
0.8967757,0.8812549
0.89658344,0.88105863
0.8963909,0.88086224
0.8961983,0.8806656
0.8960054,0.88046885
0.8958123,0.880272
0.89561903,0.8800747
0.8954256,0.87987745
0.895232,0.87968004
0.89503825,0.8794825
0.8948443,0.8792847
0.89465016,0.87908685
0.89445585,0.8788887
0.89426136,0.8786904
0.89406663,0.87849206
0.89387184,0.87829345
0.89367676,0.8780948
0.8934816,0.87789583
0.89328617,0.8776969
0.8930906,0.8774975
0.89289486,0.8772982
0.89269894,0.8770986
0.89250284,0.87689894
0.89230657,0.87669903
0.8921101,0.87649906
0.8919135,0.8762988
0.8917167,0.87609845
0.8915197,0.875898
0.8913225,0.8756974
0.8911252,0.8754965
0.8909277,0.8752956
0.89073,0.8750943
0.89053214,0.874893
0.8903341,0.8746916
0.8901359,0.87448996
0.88993746,0.8742882
0.889739,0.87408626
0.8895402,0.87388414
0.8893413,0.8736819
0.8891422,0.8734794
0.8889429,0.8732769
0.8887435,0.8730742
0.8885439,0.8728712
0.8883441,0.8726683
0.8881441,0.872465
0.88794404,0.8722616
0.8877437,0.8720581
0.8875432,0.8718544
0.88734263,0.8716506
0.8871418,0.8714468
0.8869408,0.8712426
0.88673955,0.8710382
0.88653827,0.87083375
0.8863368,0.8706292
0.88613516,0.87042433
0.8859332,0.8702195
0.8857312,0.8700143
0.885529,0.8698092
0.8853267,0.86960363
0.8851241,0.8693983
0.88492143,0.8691925
0.88471854,0.8689867
0.8845155,0.8687807
0.88431233,0.8685745
0.88410896,0.86836827
0.88390535,0.8681618
0.8837016,0.86795515
0.8834978,0.8677484
0.8832937,0.86754155
0.8830895,0.8673344
0.88288504,0.86712724
0.88268054,0.8669198
0.8824758,0.86671233
0.8822709,0.8665046
0.88206583,0.8662968
0.8818606,0.8660889
0.88165516,0.86588067
0.88144964,0.86567235
0.8812439,0.86546403
0.881038,0.8652555
0.8808319,0.86504674
0.88062567,0.8648378
0.8804193,0.86462873
0.8802127,0.8644196
0.88000596,0.86421025
0.8797991,0.8640008
0.87959206,0.86379117
0.8793848,0.8635815
0.87917745,0.8633715
0.8789699,0.86316144
0.8787622,0.8629512
0.8785543,0.8627409
0.87834626,0.8625303
0.87813807,0.86231965
0.87792975,0.8621089
0.87772113,0.86189795
0.8775124,0.86168677
0.8773036,0.8614756
0.87709457,0.86126417
0.87688535,0.8610525
0.876676,0.86084086
0.8764665,0.86062914
0.8762569,0.86041707
0.876047,0.860205
0.875837,0.85999274
0.8756269,0.8597802
0.8754166,0.8595679
0.8752061,0.8593551
0.8749954,0.85914224
0.87478465,0.85892916
0.87457365,0.8587161
0.8743626,0.85850275
0.8741513,0.85828936
0.8739399,0.8580758
0.8737283,0.85786206
0.8735165,0.8576483
0.8733046,0.85743433
0.87309253,0.85722005
0.8728803,0.8570058
0.8726679,0.8567914
0.87245536,0.85657686
0.8722426,0.85636204
0.8720298,0.8561472
0.8718168,0.85593224
0.8716036,0.8557172
0.8713903,0.8555019
0.8711768,0.8552865
0.87096316,0.85507095
0.87074935,0.8548553
0.8705354,0.8546394
0.8703213,0.85442334
0.870107,0.8542073
0.86989254,0.85399103
0.86967796,0.85377455
0.86946326,0.8535582
0.8692484,0.85334146
0.8690333,0.8531247
0.86881816,0.8529076
0.86860275,0.8526907
0.8683872,0.8524734
0.8681716,0.85225606
0.8679558,0.85203856
0.8677398,0.8518209
0.86752367,0.8516031
0.86730736,0.8513852
0.867091,0.85116714
0.86687446,0.850949
0.8666577,0.8507308
0.8664407,0.8505122
0.8662237,0.8502936
0.86600655,0.8500748
0.86578923,0.8498561
0.86557174,0.84963703
0.86535406,0.8494179
0.86513627,0.8491986
0.86491835,0.8489791
0.8647002,0.84875965
0.86448205,0.84853995
0.8642636,0.84832025
0.864045,0.8481002
0.8638264,0.8478801
0.86360747,0.84766006
0.86338854,0.8474396
0.86316943,0.84721917
0.8629501,0.84699863
0.8627307,0.84677774
0.8625111,0.846557
0.86229134,0.846336
0.86207145,0.8461148
0.8618514,0.8458935
0.8616312,0.8456721
0.861411,0.8454505
0.8611905,0.84522897
0.86096984,0.8450071
0.86074907,0.8447852
0.8605282,0.84456325
0.8603071,0.844341
0.86008596,0.84411854
0.8598646,0.8438962
0.85964304,0.84367365
0.85942143,0.8434509
0.85919964,0.8432281
0.85897774,0.8430052
0.85875565,0.8427821
0.8585334,0.8425588
0.85831106,0.84233546
0.85808855,0.8421121
0.8578659,0.8418884
0.8576431,0.84166473
0.8574202,0.8414408
0.8571971,0.84121686
0.8569739,0.84099275
0.8567505,0.8407685
0.85652703,0.8405441
0.8563034,0.8403197
0.8560796,0.840095
0.85585564,0.8398703
0.8556316,0.8396454
0.85540736,0.8394204
0.855183,0.8391954
0.85495853,0.83897
0.8547339,0.8387447
0.8545091,0.83851916
0.85428417,0.83829343
0.8540591,0.8380679
0.8538339,0.83784187
0.8536086,0.8376159
0.8533831,0.83738995
0.85315746,0.83716357
0.85293174,0.8369372
0.85270584,0.83671075
0.8524798,0.83648413
0.8522536,0.83625734
0.8520273,0.8360306
0.85180086,0.83580357
0.8515743,0.8355765
0.85134757,0.8353492
0.8511207,0.8351219
0.85089374,0.83489436
0.85066664,0.8346669
0.8504393,0.8344392
0.8502119,0.83421123
0.8499844,0.83398336
0.8497567,0.83375525
0.8495289,0.8335271
0.849301,0.83329874
0.8490729,0.8330704
0.84884465,0.8328419
0.8486163,0.8326131
0.84838784,0.8323844
0.84815925,0.8321555
0.8479305,0.8319265
0.84770155,0.8316974
0.84747255,0.8314681
0.8472434,0.83123875
0.8470141,0.8310094
0.8467847,0.83077973
0.8465552,0.83054984
0.84632546,0.8303201
0.8460957,0.8300901
0.8458657,0.82986
0.8456356,0.8296299
0.8454054,0.8293995
0.8451751,0.82916903
0.8449446,0.8289386
0.844714,0.8287079
0.84448326,0.8284771
0.8442524,0.82824624
0.8440214,0.8280153
0.8437903,0.82778406
0.8435591,0.827553
0.84332764,0.8273217
0.84309614,0.82709014
0.84286445,0.8268586
0.8426328,0.82662696
0.8424008,0.8263951
0.8421688,0.8261632
0.84193665,0.8259312
0.84170437,0.8256991
0.84147197,0.8254667
0.8412394,0.8252344
0.84100676,0.825002
0.84077394,0.8247693
0.84054106,0.82453656
0.840308,0.824304
0.84007484,0.824071
0.83984154,0.8238379
0.8396081,0.8236048
0.83937454,0.82337147
0.8391409,0.8231382
0.8389071,0.82290477
0.8386732,0.8226712
0.8384391,0.82243747
0.8382049,0.82220376
0.8379706,0.8219698
0.83773625,0.8217358
0.8375017,0.8215017
0.83726704,0.8212674
0.8370322,0.82103306
0.8367973,0.8207986
0.8365623,0.8205641
0.8363271,0.8203294
0.8360918,0.82009465
0.83585644,0.81985986
0.8356209,0.81962484
0.83538526,0.81938964
0.83514947,0.8191546
0.8349136,0.8189191
0.8346776,0.8186838
0.8344415,0.8184483
0.8342052,0.81821275
0.8339688,0.81797695
0.8337323,0.81774116
0.83349574,0.8175052
0.833259,0.8172692
0.8330221,0.817033
0.8327851,0.8167968
0.832548,0.8165604
0.8323108,0.81632394
0.8320735,0.81608737
0.8318361,0.8158508
0.8315985,0.815614
0.8313608,0.8153771
0.83112305,0.8151401
0.83088505,0.8149031
0.83064705,0.8146659
0.83040893,0.8144286
0.83017063,0.8141912
0.8299323,0.8139538
0.8296938,0.8137162
0.82945514,0.8134785
0.8292164,0.81324077
0.8289776,0.8130029
0.82873863,0.8127649
0.8284995,0.8125269
0.82826036,0.81228864
0.82802105,0.8120504
0.8277816,0.8118119
0.82754207,0.81157345
0.82730246,0.81133497
0.8270626,0.81109625
0.8268228,0.8108574
0.82658273,0.8106186
0.82634264,0.8103795
0.82610244,0.81014055
0.8258621,0.80990136
0.8256217,0.80966204
0.82538116,0.80942285
0.8251405,0.80918336
0.82489973,0.80894375
0.8246588,0.8087042
0.8244178,0.80846435
0.82417667,0.80822444
0.82393545,0.80798453
0.8236941,0.8077444
0.8234527,0.80750436
0.82321113,0.8072641
0.8229695,0.8070238
0.8227277,0.80678344
0.8224858,0.8065428
0.82224387,0.80630225
0.82200176,0.80606157
0.8217596,0.80582076
0.8215172,0.8055799
0.8212748,0.8053389
0.8210323,0.8050978
0.8207897,0.8048567
0.82054687,0.8046155
0.82030404,0.804374
0.820061,0.8041326
0.819818,0.80389106
0.81957483,0.8036495
0.8193315,0.8034078
0.81908816,0.8031659
0.8188446,0.802924
0.8186011,0.8026819
0.8183574,0.80243987
0.81811357,0.8021977
0.81786966,0.8019555
0.81762564,0.8017131
0.8173815,0.80147064
0.81713724,0.8012281
0.816893,0.80098546
0.8166485,0.8007428
0.8164039,0.80049986
0.8161593,0.800257
0.8159146,0.8000141
0.8156697,0.799771
0.8154248,0.7995279
0.8151797,0.79928464
0.8149346,0.7990413
0.81468934,0.7987979
0.81444395,0.79855436
0.8141985,0.79831064
0.813953,0.7980671
0.8137073,0.7978233
0.81346154,0.7975794
0.8132156,0.79733545
0.8129697,0.79709136
0.81272364,0.7968473
0.81247747,0.79660314
0.8122312,0.79635894
0.81198484,0.7961145
0.8117384,0.79587
0.8114918,0.79562545
0.81124514,0.7953809
0.8109984,0.79513603
0.8107515,0.79489136
0.81050456,0.79464644
0.81025755,0.7944014
0.8100104,0.79415655
0.80976313,0.79391134
0.80951583,0.7936661
0.80926836,0.7934209
0.8090208,0.7931755
0.8087732,0.79293007
0.80852544,0.79268456
0.80827767,0.7924389
0.8080297,0.79219323
0.8077817,0.7919475
0.80753356,0.7917015
0.80728537,0.79145557
0.80703706,0.7912095
0.8067887,0.7909634
0.8065402,0.7907173
0.8062916,0.790471
0.8060429,0.7902246
0.8057942,0.7899782
0.8055453,0.7897318
0.80529636,0.7894851
0.80504733,0.7892386
0.8047981,0.78899175
0.8045489,0.7887449
0.8042996,0.7884981
0.80405015,0.7882511
0.80380064,0.78800404
0.8035511,0.78775686
0.80330133,0.78750974
0.8030516,0.7872624
0.80280167,0.7870151
0.8025517,0.78676766
0.80230165,0.7865201
0.80205154,0.7862725
0.80180126,0.78602487
0.801551,0.78577715
0.8013005,0.7855293
0.80105,0.7852815
0.8007994,0.78503335
0.80054873,0.7847854
0.800298,0.7845372
0.8000471,0.7842891
0.7997962,0.78404087
0.7995451,0.78379256
0.799294,0.78354406
0.7990428,0.7832955
0.79879147,0.7830471
0.7985401,0.78279835
0.79828864,0.78254974
0.7980371,0.78230095
0.79778546,0.78205216
0.79753375,0.78180313
0.7972819,0.7815542
0.79703,0.7813051
0.79677796,0.78105605
0.7965259,0.7808067
0.79627377,0.7805575
0.7960215,0.7803081
0.79576916,0.7800586
0.7955168,0.7798092
0.7952643,0.7795597
0.7950117,0.77931
0.79475904,0.7790603
0.7945063,0.77881044
0.7942535,0.7785607
0.79400057,0.77831084
0.79374754,0.77806073
0.7934945,0.77781075
0.7932413,0.77756065
0.7929881,0.77731043
0.7927348,0.7770602
0.7924814,0.7768098
0.7922279,0.77655953
0.79197437,0.77630913
0.79172075,0.77605855
0.79146695,0.775808
0.7912132,0.7755573
0.7909593,0.77530664
0.7907053,0.7750558
0.7904513,0.77480495
0.7901972,0.774554
0.789943,0.77430296
0.7896887,0.77405196
0.7894344,0.7738009
0.7891799,0.7735498
0.78892535,0.7732985
0.7886708,0.77304715
0.78841615,0.7727958
0.78816134,0.7725444
0.7879065,0.77229285
0.7876516,0.7720413
0.78739667,0.7717896
0.7871416,0.77153796
0.7868865,0.7712862
0.7866312,0.7710344
0.78637594,0.7707826
0.78612065,0.7705305
0.7858652,0.7702786
0.78560966,0.7700265
0.7853541,0.7697743
0.78509843,0.76952213
0.7848427,0.76926994
0.7845869,0.76901764
0.784331,0.7687652
0.7840751,0.7685128
0.783819,0.7682604
0.7835629,0.76800776
0.7833067,0.7677552
0.78305054,0.7675024
0.7827942,0.7672499
0.78253776,0.76699704
0.78228134,0.7667441
0.7820248,0.76649123
0.78176814,0.76623833
0.7815115,0.76598525
0.7812547,0.7657321
0.7809979,0.765479
0.78074104,0.76522577
0.780484,0.76497257
0.780227,0.7647192
0.7799699,0.76446587
0.77971274,0.7642124
0.7794555,0.763959
0.77919817,0.76370543
0.7789408,0.7634519
0.7786833,0.7631982
0.7784258,0.7629444
0.7781682,0.7626908
0.7779106,0.7624369
0.77765286,0.76218307
0.77739507,0.76192904
0.7771372,0.7616752
0.7768793,0.76142114
0.7766212,0.76116705
0.7763632,0.7609128
0.77610505,0.7606586
0.7758469,0.7604044
0.77558863,0.7601501
0.7753303,0.7598957
0.77507186,0.75964135
0.7748135,0.75938684
0.7745549,0.7591323
0.77429634,0.75887775
0.7740377,0.7586231
0.773779,0.7583685
0.7735202,0.75811374
0.77326137,0.75785893
0.77300245,0.7576042
0.77274346,0.7573493
0.77248436,0.7570944
0.77222526,0.75683933
0.77196616,0.7565842
0.77170694,0.7563293
0.77144766,0.75607413
0.77118826,0.75581896
0.77092886,0.7555637
0.77066934,0.7553084
0.7704098,0.7550531
0.77015024,0.75479776
0.76989055,0.7545423
0.76963085,0.7542868
0.7693711,0.75403124
0.7691112,0.7537758
0.7688513,0.75352013
0.76859134,0.75326437
0.76833135,0.7530087
0.76807123,0.752753
0.76781106,0.75249714
0.76755095,0.7522413
0.76729065,0.7519855
0.76703036,0.7517295
0.76676995,0.7514735
0.76650953,0.75121737
0.766249,0.7509614
0.7659884,0.75070524
0.7657279,0.75044894
0.76546717,0.7501929
0.76520646,0.7499365
0.7649456,0.74968016
0.76468486,0.7494238
0.7644239,0.7491675
0.764163,0.74891096
0.76390195,0.74865454
0.76364094,0.74839795
0.7633799,0.7481414
0.7631186,0.74788487
0.76285744,0.74762815
0.7625961,0.74737155
0.76233476,0.74711466
0.7620734,0.74685794
0.7618119,0.7466011
0.7615505,0.7463442
0.7612889,0.7460873
0.7610273,0.7458303
0.7607656,0.7455733
0.7605039,0.7453163
0.7602421,0.7450593
0.7599803,0.7448021
0.7597185,0.74454504
0.7594565,0.7442878
0.75919455,0.74403054
0.7589325,0.7437733
0.7586704,0.74351597
0.7584083,0.74325854
0.7581461,0.7430012
0.75788385,0.7427438
0.75762165,0.74248636
0.75735927,0.74222887
0.7570968,0.74197125
0.75683445,0.74171364
0.75657195,0.74145603
0.7563094,0.74119836
0.75604683,0.74094063
0.75578415,0.74068296
0.7555215,0.74042517
0.7552588,0.7401674
0.754996,0.7399096
0.7547332,0.7396517
0.7544703,0.7393937
0.7542074,0.73913574
0.7539444,0.7388778
0.75368136,0.73861974
0.7534183,0.73836166
0.75315523,0.73810357
0.752892,0.7378454
0.7526288,0.7375873
0.7523656,0.73732895
0.7521023,0.7370708
0.7518389,0.73681265
0.7515755,0.7365543
0.75131214,0.73629594
0.7510487,0.7360376
0.7507851,0.73577917
0.75052154,0.7355207
0.7502579,0.7352623
0.7499943,0.7350037
0.7497306,0.73474514
0.7494668,0.7344866
0.74920297,0.734228
0.74893916,0.7339694
0.7486753,0.73371065
0.7484114,0.73345196
0.7481474,0.73319334
0.74788344,0.73293453
0.7476194,0.7326758
0.7473553,0.732417
0.7470912,0.73215806
0.74682695,0.73189914
0.7465627,0.7316403
0.7462985,0.7313813
0.7460342,0.73112243
0.7457698,0.73086333
0.7455055,0.7306043
0.74524105,0.73034537
0.74497664,0.73008627
0.7447121,0.7298272
0.7444476,0.72956795
0.74418306,0.72930884
0.74391836,0.7290497
0.7436537,0.7287904
0.743389,0.7285311
0.7431243,0.72827184
0.74285954,0.72801256
0.7425947,0.7277532
0.74232984,0.7274939
0.74206495,0.7272344
0.74180007,0.7269751
0.74153507,0.7267157
0.7412701,0.7264561
0.74100506,0.7261967
0.74073994,0.7259371
0.7404749,0.72567755
0.74020976,0.72541803
0.7399445,0.72515845
0.73967934,0.72489876
0.7394141,0.7246391
0.7391488,0.7243795
0.73888344,0.72411984
0.73861814,0.7238601
0.7383527,0.7236003
0.7380873,0.7233406
0.7378218,0.7230808
0.73755634,0.72282106
0.7372908,0.7225612
0.73702526,0.7223013
0.73675966,0.7220416
0.736494,0.7217816
0.73622835,0.7215216
0.7359627,0.7212616
0.7356969,0.7210018
0.7354312,0.72074175
0.73516536,0.7204818
0.7348996,0.7202217
0.7346337,0.7199617
0.73436785,0.7197016
0.73410195,0.7194415
0.73383594,0.7191815
0.73357,0.71892136
0.73330396,0.7186611
0.73303795,0.718401
0.7327719,0.7181407
0.73250574,0.7178805
0.7322396,0.7176203
0.73197347,0.71736
0.7317073,0.7170998
0.7314411,0.7168395
0.7311748,0.71657926
0.7309085,0.7163189
0.7306422,0.71605855
0.7303759,0.71579826
0.7301096,0.71553785
0.72984314,0.71527743
0.72957677,0.7150171
0.7293103,0.7147567
0.72904384,0.7144962
0.7287773,0.7142358
0.7285108,0.71397525
0.72824425,0.7137147
0.72797763,0.7134543
0.727711,0.7131938
0.7274444,0.7129332
0.72717774,0.71267265
0.72691107,0.7124121
0.72664434,0.7121515
0.72637767,0.71189094
0.7261109,0.7116304
0.7258441,0.71136975
0.72557724,0.711109
0.72531044,0.71084833
0.72504354,0.71058774
0.7247767,0.71032697
0.72450984,0.7100663
0.72424287,0.70980567
0.7239759,0.70954484
0.7237089,0.70928425
0.72344196,0.7090234
0.7231749,0.70876265
0.72290796,0.7085019
0.7226408,0.7082412
0.7223737,0.70798033
0.72210664,0.7077195
0.7218395,0.70745873
0.72157234,0.70719784
0.7213052,0.706937
0.721038,0.7066762
0.7207708,0.70641536
0.72050357,0.7061544
0.7202363,0.7058935
0.71996903,0.7056327
0.7197017,0.7053718
0.7194344,0.7051108
0.719167,0.7048499
0.7188997,0.7045889
0.71863234,0.70432806
0.7183649,0.7040672
0.71809757,0.70380616
0.7178301,0.7035453
0.7175626,0.70328426
0.71729517,0.7030232
0.7170277,0.70276225
0.71676016,0.70250124
0.7164927,0.70224017
0.71622515,0.7019793
0.71595764,0.70171815
0.71569,0.70145714
0.71542245,0.7011961
0.7151548,0.700935
0.7148872,0.70067406
0.7146196,0.700413
0.7143519,0.70015186
0.71408427,0.69989085
0.7138166,0.6996298
0.71354884,0.69936866
0.7132812,0.69910765
0.7130134,0.6988466
0.7127457,0.69858545
0.7124779,0.69832444
0.7122102,0.6980632
0.7119424,0.6978022
0.7116746,0.69754094
0.7114068,0.6972798
0.71113896,0.6970188
0.7108711,0.6967576
0.71060324,0.69649655
0.7103354,0.69623536
0.7100675,0.69597423
0.7097996,0.69571316
0.70953166,0.695452
0.7092638,0.6951908
0.7089959,0.6949298
0.70872796,0.69466853
0.70846003,0.6944074
0.708192,0.6941463
0.70792407,0.69388497
0.7076561,0.69362396
0.70738804,0.69336283
0.70712,0.6931016
0.706852,0.6928404
0.70658404,0.69257927
0.706316,0.6923182
0.70604795,0.69205695
0.70577985,0.69179577
0.7055118,0.6915347
0.70524377,0.6912735
0.7049757,0.6910123
0.70470756,0.6907512
0.7044395,0.69049
0.70417136,0.69022894
0.70390326,0.68996763
0.70363516,0.68970656
0.70336705,0.6894454
0.7030989,0.6891843
0.70283073,0.6889231
0.70256263,0.68866193
0.70229447,0.6884009
0.7020263,0.6881397
0.7017581,0.6878786
0.70149,0.6876174
0.70122176,0.68735635
0.70095354,0.6870951
0.7006854,0.6868339
0.70041716,0.68657285
0.70014894,0.6863118
0.6998807,0.6860506
0.69961256,0.6857895
0.6993443,0.68552846
0.69907606,0.68526727
0.6988079,0.6850062
0.6985396,0.68474513
0.6982714,0.68448406
0.6980032,0.684223
0.6977349,0.6839619
0.69746673,0.68370086
0.6971984,0.6834398
0.69693017,0.6831786
0.69666195,0.6829176
0.69639367,0.68265665
0.6961254,0.6823955
0.6958571,0.6821345
0.6955888,0.68187344
0.6953206,0.6816124
0.6950523,0.6813514
0.69478405,0.6810905
0.69451576,0.68082935
0.6942475,0.68056846
0.6939792,0.6803074
0.6937109,0.68004644
0.6934427,0.6797855
0.6931744,0.67952454
0.69290614,0.6792636
0.69263786,0.6790026
0.6923696,0.67874163
0.69210136,0.6784808
0.691833,0.67821985
0.6915648,0.6779589
0.6912965,0.6776981
0.69102824,0.6774371
0.69075996,0.6771763
0.6904917,0.67691535
0.6902234,0.6766545
0.6899552,0.6763937
0.6896869,0.67613286
0.6894187,0.675872
0.6891504,0.67561126
0.6888821,0.6753504
0.6886139,0.6750896
0.6883457,0.6748289
0.6880774,0.67456806
0.68780917,0.6743073
0.68754095,0.6740466
0.68727267,0.6737858
0.6870045,0.6735251
0.6867362,0.6732644
0.686468,0.6730037
0.68619984,0.67274296
0.6859316,0.6724823
0.68566334,0.67222166
0.6853952,0.671961
0.685127,0.67170036
0.6848588,0.6714398
0.68459064,0.6711792
0.6843225,0.6709186
0.6840543,0.670658
0.6837861,0.6703974
0.683518,0.6701369
0.68324983,0.66987646
0.68298167,0.66961586
0.68271357,0.6693554
0.6824454,0.66909486
0.6821773,0.66883427
0.68190914,0.6685739
0.68164104,0.66831344
0.681373,0.66805303
0.6811049,0.6677926
0.6808368,0.66753227
0.68056875,0.66727185
0.6803007,0.6670115
0.6800326,0.6667512
0.67976457,0.66649085
0.6794965,0.6662305
0.6792285,0.66597027
0.6789605,0.6657099
0.6786925,0.66544974
0.6784245,0.66518956
0.6781565,0.6649293
0.6778885,0.66466904
0.67762053,0.664409
0.67735267,0.6641486
0.6770847,0.66388863
0.67681676,0.6636285
0.6765488,0.6633684
0.6762809,0.6631082
0.676013,0.6628481
0.6757451,0.6625881
0.67547727,0.66232806
0.6752094,0.6620681
0.67494154,0.6618081
0.6746737,0.6615481
0.6744059,0.6612882
0.67413807,0.66102827
0.67387027,0.66076833
0.67360246,0.66050845
0.67333466,0.6602486
0.673067,0.6599887
0.6727992,0.65972894
0.6725315,0.6594691
0.67226374,0.6592094
0.67199606,0.6589495
0.6717284,0.6586898
0.6714607,0.65843004
0.67119306,0.6581704
0.6709254,0.65791076
0.6706578,0.657651
0.6703901,0.6573914
0.67012256,0.6571318
0.669855,0.6568722
0.66958743,0.6566127
0.66931987,0.6563532
0.66905236,0.6560936
0.66878486,0.65583414
0.66851735,0.6555747
0.66824985,0.6553152
0.6679824,0.6550558
0.66771495,0.6547964
0.6674475,0.654537
0.6671801,0.6542777
0.66691273,0.6540184
0.66664535,0.65375906
0.666378,0.65349984
0.66611063,0.6532406
0.66584337,0.65298134
0.665576,0.6527222
0.6653087,0.6524629
0.6650415,0.65220386
0.66477424,0.65194476
0.66450703,0.6516856
0.6642398,0.6514266
0.6639726,0.6511676
0.66370547,0.65090847
0.6634383,0.65064955
0.6631712,0.65039057
0.6629041,0.65013164
0.662637,0.6498727
0.66236997,0.6496138
0.6621029,0.649355
0.66183585,0.64909613
0.6615689,0.6488374
0.6613019,0.6485786
0.6610349,0.6483199
0.660768,0.64806116
0.66050106,0.6478024
0.66023415,0.64754385
0.6599673,0.64728516
0.65970045,0.6470266
0.65943366,0.64676803
0.6591669,0.64650965
0.6589001,0.6462511
0.6586333,0.6459927
0.65836656,0.6457341
0.65809983,0.6454756
0.65783316,0.6452173
0.6575665,0.6449589
0.6572999,0.6447006
0.65703326,0.6444423
0.6567667,0.644184
0.6565001,0.6439259
0.65623355,0.6436676
0.65596706,0.64340943
0.65570056,0.64315134
0.65543413,0.64289325
0.65516764,0.6426351
0.65490127,0.64237714
0.6546349,0.64211917
0.65436846,0.64186114
0.65410215,0.6416032
0.65383583,0.6413453
0.6535696,0.6410874
0.6533033,0.6408295
0.6530371,0.64057165
0.6527709,0.6403139
0.6525047,0.6400562
0.6522385,0.6397984
0.6519724,0.63954073
0.65170634,0.6392832
0.65144026,0.63902557
0.6511742,0.63876796
0.6509082,0.63851035
0.6506422,0.6382528
0.65037626,0.6379953
0.6501103,0.6377379
0.6498444,0.6374805
0.6495786,0.6372231
0.64931273,0.63696575
0.6490469,0.6367085
0.6487811,0.6364512
0.64851534,0.63619393
0.6482496,0.6359368
0.64798397,0.63567954
0.6477183,0.6354225
0.64745265,0.6351654
0.64718705,0.63490826
0.6469215,0.6346513
0.646656,0.63439435
0.64639044,0.6341374
0.64612496,0.63388044
0.6458595,0.63362354
0.6455941,0.6333667
0.64532864,0.63311
0.64506334,0.63285315
0.64479804,0.6325964
0.64453274,0.63233984
0.64426744,0.6320831
0.64400226,0.63182646
0.643737,0.6315699
0.6434719,0.6313134
0.6432068,0.63105685
0.64294165,0.6308004
0.6426766,0.630544
0.64241153,0.63028765
0.6421466,0.6300312
0.64188164,0.6297749
0.6416167,0.6295186
0.6413518,0.62926245
0.64108694,0.62900627
0.64082205,0.62875015
0.6405573,0.62849396
0.6402925,0.62823796
0.6400278,0.6279819
0.6397631,0.6277259
0.6394985,0.62746984
0.6392338,0.6272141
0.6389693,0.6269582
0.6387047,0.62670237
0.63844013,0.62644655
0.6381757,0.6261908
0.6379113,0.62593514
0.6376469,0.62567955
0.6373825,0.6254239
0.63711816,0.62516814
0.6368539,0.6249127
0.63658965,0.6246572
0.6363254,0.6244018
0.6360612,0.62414634
0.635797,0.6238909
0.635533,0.6236356
0.6352688,0.62338036
0.6350048,0.6231251
0.6347408,0.6228699
0.63447684,0.6226147
0.634213,0.6223596
0.63394904,0.6221045
0.6336852,0.62184954
0.6334214,0.6215944
0.6331576,0.62133956
0.6328939,0.6210847
0.6326302,0.6208299
0.63236654,0.620575
0.6321029,0.62032026
0.63183933,0.62006545
0.6315758,0.61981076
0.6313123,0.6195562
0.63104886,0.6193017
0.63078547,0.61904705
0.6305221,0.61879253
0.63025874,0.6185381
0.62999547,0.61828375
0.6297322,0.6180293
0.629469,0.617775
0.6292058,0.61752075
