Actual_SoC,Predicted_SoC
0.9863346,0.9799443
0.98631245,0.9799064
0.98629016,0.9798683
0.98626775,0.97983015
0.9862452,0.97979194
0.9862226,0.97975355
0.98619986,0.97971505
0.98617697,0.9796765
0.98615396,0.97963774
0.98613095,0.97959894
0.98610777,0.97956014
0.98608446,0.9795211
0.98606104,0.97948205
0.9860375,0.97944283
0.98601377,0.9794035
0.98599005,0.979364
0.98596615,0.9793244
0.9859421,0.9792848
0.985918,0.979245
0.9858937,0.97920513
0.9858693,0.9791652
0.98584485,0.9791249
0.98582023,0.97908485
0.98579544,0.97904444
0.98577064,0.97900397
0.98574567,0.9789634
0.9857205,0.9789227
0.98569536,0.9788819
0.9856699,0.97884107
0.98564446,0.9787999
0.9856188,0.9787589
0.98559314,0.9787175
0.98556733,0.97867614
0.9855412,0.97863466
0.98551524,0.97859293
0.98548895,0.97855127
0.9854626,0.97850937
0.9854361,0.97846735
0.9854095,0.9784252
0.9853827,0.978383
0.98535585,0.9783406
0.9853288,0.9782982
0.9853017,0.9782555
0.98527443,0.97821295
0.985247,0.97817004
0.9852195,0.9781271
0.9851918,0.978084
0.985164,0.97804075
0.9851361,0.9779973
0.98510796,0.977954
0.9850798,0.97791034
0.98505145,0.9778666
0.98502296,0.9778228
0.98499435,0.9777788
0.9849656,0.97773457
0.9849367,0.9776904
0.98490775,0.977646
0.98487854,0.97760147
0.9848493,0.9775569
0.9848198,0.9775122
0.98479027,0.97746736
0.9847606,0.9774223
0.9847307,0.9773772
0.98470074,0.9773318
0.9846706,0.9772866
0.9846403,0.97724086
0.9846099,0.9771952
0.9845793,0.9771494
0.9845487,0.9771034
0.98451775,0.9770574
0.9844868,0.97701114
0.9844557,0.97696483
0.9844244,0.97691846
0.984393,0.97687167
0.9843614,0.97682494
0.9843297,0.976778
0.9842979,0.976731
0.98426586,0.97668386
0.9842337,0.9766366
0.9842015,0.97658914
0.984169,0.97654164
0.9841364,0.9764937
0.9841037,0.976446
0.9840708,0.97639805
0.9840378,0.9763498
0.98400456,0.9763015
0.98397124,0.97625315
0.98393774,0.9762045
0.9839041,0.9761559
0.9838703,0.9761069
0.9838365,0.976058
0.9838023,0.97600895
0.98376817,0.97595954
0.9837337,0.97591037
0.98369914,0.97586066
0.98366445,0.97581095
0.9836296,0.97576106
0.9835946,0.9757111
0.9835594,0.9756609
0.9835241,0.9756107
0.9834886,0.97556025
0.98345304,0.9755097
0.9834173,0.975459
0.98338133,0.9754081
0.98334527,0.97535706
0.983309,0.97530586
0.9832726,0.9752546
0.98323596,0.97520316
0.98319924,0.9751514
0.98316234,0.97509974
0.9831253,0.97504777
0.98308814,0.97499573
0.9830507,0.9749435
0.9830133,0.9748911
0.98297554,0.9748386
0.98293775,0.97478604
0.9828997,0.97473323
0.9828616,0.9746802
0.9828232,0.9746272
0.98278475,0.9745738
0.98274606,0.97452044
0.98270726,0.9744668
0.9826683,0.9744131
0.9826291,0.97435915
0.9825898,0.9743052
0.9825503,0.9742509
0.9825107,0.97419655
0.98247087,0.97414213
0.98243093,0.97408754
0.98239076,0.9740326
0.98235047,0.97397757
0.98231006,0.9739225
0.9822694,0.9738673
0.98222864,0.97381175
0.9821876,0.9737563
0.9821465,0.97370046
0.9821052,0.9736445
0.9820637,0.97358847
0.9820221,0.97353226
0.98198026,0.9734759
0.9819383,0.9734193
0.9818961,0.97336257
0.9818538,0.97330564
0.9818113,0.9732487
0.9817686,0.9731915
0.9817258,0.97313404
0.9816828,0.97307664
0.98163956,0.9730189
0.98159623,0.97296107
0.9815527,0.9729031
0.9815091,0.9728449
0.98146516,0.97278666
0.9814212,0.972728
0.98137695,0.9726694
0.9813325,0.9726106
0.98128796,0.9725516
0.98124325,0.9724925
0.9811983,0.9724332
0.98115325,0.9723737
0.98110795,0.9723141
0.98106253,0.9722543
0.9810169,0.9721943
0.9809711,0.97213423
0.9809251,0.9720739
0.980879,0.97201335
0.98083264,0.9719528
0.9807861,0.97189194
0.9807394,0.9718309
0.98069257,0.9717698
0.98064554,0.9717085
0.9805984,0.971647
0.98055094,0.97158545
0.9805033,0.97152364
0.9804556,0.97146165
0.98040766,0.9713995
0.98035955,0.9713372
0.9803112,0.97127473
0.98026276,0.97121197
0.9802141,0.9711492
0.98016524,0.97108626
0.9801162,0.97102296
0.980067,0.9709596
0.9800176,0.9708962
0.979968,0.97083235
0.97991824,0.9707686
0.97986835,0.9707046
0.9798182,0.9706403
0.9797679,0.970576
0.9797175,0.97051156
0.97966677,0.9704468
0.9796159,0.97038186
0.97956485,0.9703169
0.97951365,0.9702515
0.9794622,0.97018605
0.97941065,0.97012055
0.97935885,0.9700548
0.9793069,0.96998876
0.97925466,0.9699227
0.9792024,0.9698563
0.9791498,0.96979
0.97909707,0.96972334
0.9790442,0.96965647
0.9789911,0.9695895
0.9789378,0.96952236
0.97888434,0.96945494
0.97883064,0.9693874
0.9787768,0.96931976
0.97872275,0.96925175
0.97866845,0.9691837
0.97861403,0.9691153
0.9785595,0.969047
0.9785047,0.96897846
0.9784497,0.9689098
0.9783945,0.9688408
0.97833914,0.9687717
0.9782836,0.9687023
0.9782278,0.9686329
0.9781719,0.9685632
0.97811574,0.9684933
0.9780594,0.9684233
0.9780029,0.96835303
0.97794616,0.96828264
0.9778893,0.9682122
0.9778322,0.9681413
0.9777749,0.9680704
0.9777174,0.9679994
0.9776597,0.967928
0.9776018,0.96785647
0.9775438,0.9677848
0.9774855,0.967713
0.977427,0.96764094
0.97736835,0.96756876
0.9773095,0.96749634
0.97725046,0.96742374
0.97719127,0.96735096
0.97713184,0.96727806
0.9770722,0.9672049
0.97701234,0.96713156
0.9769523,0.9670582
0.97689205,0.96698445
0.9768317,0.9669104
0.9767711,0.96683645
0.97671026,0.9667623
0.9766492,0.9666878
0.976588,0.9666132
0.9765266,0.9665383
0.97646505,0.9664634
0.97640324,0.9663883
0.97634125,0.9663129
0.976279,0.9662374
0.9762166,0.96616167
0.9761541,0.96608573
0.9760912,0.9660097
0.97602826,0.96593326
0.975965,0.9658568
0.97590166,0.96578014
0.975838,0.9657033
0.9757742,0.96562624
0.9757103,0.965549
0.975646,0.9654717
0.97558165,0.965394
0.97551703,0.9653162
0.97545224,0.9652382
0.9753872,0.9651601
0.975322,0.9650817
0.9752566,0.9650031
0.975191,0.9649244
0.9751252,0.9648454
0.97505915,0.96476626
0.97499293,0.96468693
0.97492653,0.9646074
0.9748599,0.9645278
0.9747931,0.9644478
0.974726,0.96436787
0.97465885,0.9642876
0.9745914,0.9642072
0.9745237,0.9641265
0.9744559,0.9640457
0.97438776,0.9639645
0.9743196,0.9638833
0.9742511,0.963802
0.9741824,0.9637203
0.9741136,0.96363854
0.9740445,0.9635566
0.97397524,0.96347433
0.9739057,0.9633921
0.97383606,0.96330935
0.97376615,0.9632266
0.97369605,0.96314365
0.9736257,0.96306056
0.9735552,0.9629772
0.9734845,0.9628936
0.9734136,0.96281004
0.9733425,0.962726
0.9732711,0.96264195
0.9731995,0.96255755
0.9731278,0.96247303
0.9730558,0.9623883
0.9729836,0.9623034
0.97291124,0.96221834
0.9728387,0.96213305
0.97276586,0.9620477
0.9726928,0.96196187
0.9726196,0.9618759
0.9725462,0.96179
0.97247255,0.9617038
0.97239876,0.96161723
0.9723247,0.9615306
0.97225046,0.96144384
0.972176,0.96135664
0.9721013,0.9612694
0.9720264,0.961182
0.97195125,0.9610944
0.97187597,0.9610065
0.9718005,0.9609184
0.97172475,0.96083033
0.9716488,0.96074176
0.9715727,0.9606532
0.9714963,0.9605644
0.9714197,0.9604753
0.9713429,0.96038616
0.9712659,0.9602967
0.9711887,0.96020705
0.97111136,0.9601173
0.9710337,0.96002734
0.97095585,0.95993704
0.9708778,0.9598467
0.9707995,0.9597561
0.97072107,0.9596652
0.9706424,0.9595742
0.97056353,0.9594831
0.9704844,0.9593917
0.9704051,0.9593
0.9703255,0.9592083
0.9702458,0.9591163
0.97016585,0.95902413
0.9700857,0.9589317
0.9700053,0.9588391
0.9699246,0.9587463
0.96984386,0.95865333
0.96976286,0.95856005
0.9696816,0.95846677
0.96960014,0.95837325
0.9695185,0.9582793
0.9694366,0.9581853
0.9693545,0.95809114
0.9692722,0.9579968
0.96918964,0.95790213
0.9691069,0.9578073
0.96902394,0.9577123
0.9689408,0.95761716
0.9688574,0.9575217
0.9687738,0.95742613
0.96869,0.9573303
0.96860594,0.9572343
0.9685218,0.95713806
0.96843725,0.95704174
0.9683526,0.9569451
0.96826774,0.9568483
0.9681826,0.9567514
0.9680973,0.95665413
0.96801174,0.95655674
0.967926,0.95645905
0.96784,0.9563613
0.9677539,0.95626324
0.9676675,0.9561651
0.96758085,0.95606667
0.9674941,0.95596784
0.967407,0.95586914
0.9673197,0.9557701
0.9672322,0.95567083
0.96714455,0.9555715
0.96705663,0.95547175
0.9669685,0.95537186
0.96688014,0.95527184
0.96679157,0.95517164
0.96670276,0.9550711
0.9666138,0.9549704
0.9665246,0.95486975
0.96643513,0.95476866
0.96634555,0.9546673
0.96625566,0.95456594
0.96616554,0.9544642
0.9660753,0.9543623
0.9659847,0.95426023
0.965894,0.954158
0.965803,0.9540555
0.9657119,0.9539528
0.9656205,0.95384985
0.96552885,0.9537468
0.965437,0.9536435
0.965345,0.9535399
0.96525276,0.9534362
0.96516025,0.95333236
0.96506757,0.95322824
0.96497464,0.95312387
0.9648815,0.9530193
0.96478814,0.9529147
0.96469456,0.95280963
0.96460074,0.9527046
0.96450675,0.9525993
0.9644125,0.9524936
0.9643181,0.9523879
0.96422344,0.952282
0.96412855,0.9521758
0.96403337,0.95206946
0.96393806,0.9519628
0.9638426,0.951856
0.9637468,0.95174915
0.9636508,0.95164186
0.96355456,0.95153445
0.9634582,0.95142686
0.9633615,0.95131916
0.96326464,0.9512111
0.96316755,0.95110285
0.9630702,0.9509945
0.96297276,0.9508858
0.962875,0.95077693
0.962777,0.950668
0.96267885,0.95055866
0.96258044,0.9504492
0.9624818,0.9503396
0.962383,0.95022976
0.9622839,0.9501197
0.96218467,0.95000947
0.9620851,0.94989896
0.9619854,0.9497882
0.96188545,0.9496773
0.9617853,0.9495663
0.96168494,0.949455
0.96158427,0.9493434
0.9614835,0.94923174
0.96138245,0.94911975
0.96128124,0.94900775
0.9611797,0.94889545
0.961078,0.94878286
0.96097606,0.94867
0.9608739,0.9485572
0.9607715,0.948444
0.960669,0.9483306
0.9605661,0.9482171
0.9604631,0.9481033
0.9603598,0.9479893
0.96025634,0.9478751
0.9601526,0.9477607
0.96004874,0.9476461
0.95994455,0.94753134
0.9598403,0.9474163
0.9597357,0.9473012
0.95963085,0.94718564
0.9595258,0.94707
0.9594206,0.9469542
0.9593152,0.9468382
0.95920944,0.94672203
0.9591036,0.9466055
0.9589974,0.9464889
0.9588911,0.94637203
0.9587846,0.94625485
0.95867777,0.9461376
0.95857066,0.9460202
0.9584635,0.94590235
0.958356,0.9457845
0.9582483,0.94566643
0.95814043,0.94554806
0.95803237,0.94542956
0.957924,0.94531095
0.9578154,0.9451919
0.95770663,0.9450727
0.9575976,0.9449533
0.9574884,0.94483393
0.957379,0.9447141
0.95726925,0.9445941
0.9571594,0.9444739
0.9570493,0.9443537
0.956939,0.944233
0.9568284,0.94411224
0.9567176,0.94399124
0.9566066,0.94386995
0.9564954,0.94374865
0.956384,0.943627
0.9562723,0.9435051
0.9561604,0.9433832
0.95604837,0.94326097
0.95593596,0.9431385
0.9558235,0.9430158
0.95571065,0.94289297
0.9555977,0.9427698
0.95548445,0.9426467
0.955371,0.9425232
0.9552574,0.94239944
0.95514345,0.9422756
0.9550294,0.9421515
0.9549151,0.9420273
0.9548005,0.9419026
0.95468575,0.941778
0.95457083,0.941653
0.95445555,0.9415279
0.95434016,0.9414027
0.9542245,0.941277
0.95410866,0.9411513
0.95399255,0.94102544
0.9538762,0.94089925
0.95375973,0.9407727
0.9536429,0.94064635
0.95352596,0.94051945
0.9534087,0.94039243
0.95329136,0.9402653
0.9531737,0.940138
0.9530558,0.9400103
0.9529378,0.9398824
0.95281947,0.93975455
0.9527009,0.9396263
0.9525822,0.9394978
0.95246315,0.9393692
0.952344,0.93924034
0.95222455,0.9391113
0.9521049,0.93898207
0.9519851,0.93885255
0.951865,0.93872297
0.95174474,0.93859315
0.95162416,0.9384631
0.95150346,0.9383327
0.9513825,0.93820226
0.95126134,0.9380716
0.9511399,0.93794066
0.95101833,0.9378096
0.95089644,0.9376783
0.9507744,0.93754673
0.9506521,0.937415
0.9505296,0.93728316
0.9504068,0.93715096
0.95028394,0.93701863
0.95016074,0.93688613
0.95003736,0.93675333
0.94991374,0.9366204
0.9497899,0.9364872
0.94966584,0.93635386
0.94954157,0.9362202
0.94941705,0.93608654
0.94929236,0.93595254
0.94916743,0.9358183
0.94904226,0.935684
0.9489169,0.93554944
0.9487913,0.9354146
0.9486655,0.93527967
0.94853944,0.9351444
0.9484132,0.93500894
0.9482867,0.93487334
0.94816005,0.93473756
0.9480331,0.93460155
0.94790596,0.9344652
0.9477786,0.93432885
0.947651,0.93419224
0.9475232,0.9340554
0.9473952,0.93391836
0.947267,0.933781
0.9471384,0.9336437
0.9470098,0.9335059
0.94688094,0.93336815
0.94675183,0.93323004
0.94662243,0.9330918
0.9464929,0.9329533
0.9463631,0.93281454
0.94623315,0.93267566
0.9461029,0.9325366
0.94597244,0.9323973
0.94584185,0.9322578
0.94571096,0.9321181
0.9455798,0.9319782
0.9454485,0.93183804
0.94531703,0.9316978
0.9451853,0.93155724
0.9450533,0.9314166
0.9449211,0.9312756
0.9447887,0.93113446
0.9446561,0.93099314
0.9445232,0.9308516
0.9443902,0.9307099
0.94425684,0.9305679
0.9441234,0.9304258
0.94398963,0.93028355
0.9438557,0.930141
0.94372153,0.92999816
0.94358724,0.9298552
0.9434526,0.92971206
0.9433178,0.9295687
0.94318277,0.9294252
0.9430475,0.9292814
0.94291204,0.9291374
0.9427764,0.9289933
0.9426404,0.92884886
0.9425043,0.9287043
0.94236803,0.9285596
0.9422315,0.9284146
0.9420947,0.9282694
0.9419577,0.9281241
0.94182044,0.9279785
0.94168305,0.92783266
0.9415454,0.9276868
0.9414075,0.9275405
0.94126946,0.9273941
0.9411312,0.9272475
0.94099265,0.9271007
0.9408539,0.92695373
0.94071496,0.92680657
0.9405758,0.92665917
0.9404364,0.9265115
0.9402968,0.92636377
0.940157,0.92621577
0.940017,0.9260675
0.93987674,0.9259191
0.9397363,0.9257706
0.93959564,0.9256218
0.93945473,0.9254728
0.9393136,0.92532367
0.9391723,0.9251742
0.93903077,0.9250246
0.93888897,0.9248748
0.93874705,0.9247248
0.9386048,0.9245746
0.9384624,0.9244241
0.9383198,0.9242735
0.93817693,0.92412275
0.93803394,0.92397183
0.93789065,0.9238207
0.9377471,0.9236692
0.9376035,0.9235176
0.9374595,0.92336583
0.9373154,0.92321384
0.93717104,0.92306167
0.93702656,0.92290926
0.9368817,0.92275673
0.9367367,0.92260385
0.9365915,0.9224509
0.93644613,0.92229766
0.9363005,0.9221443
0.93615466,0.9219908
0.93600863,0.921837
0.93586236,0.921683
0.93571585,0.92152894
0.9355691,0.92137444
0.9354222,0.92121977
0.9352751,0.9210651
0.93512774,0.9209102
0.93498015,0.9207549
0.9348324,0.92059964
0.93468446,0.9204441
0.9345362,0.9202883
0.93438786,0.92013234
0.9342392,0.91997623
0.9340904,0.9198199
0.9339413,0.91966325
0.93379205,0.91950655
0.93364257,0.91934973
0.9334929,0.91919255
0.933343,0.91903514
0.9331929,0.91887766
0.9330425,0.9187199
0.932892,0.91856194
0.9327413,0.91840386
0.9325903,0.91824555
0.93243915,0.918087
0.93228775,0.9179284
0.9321362,0.9177695
0.93198436,0.9176104
0.9318323,0.9174511
0.93168014,0.91729164
0.9315277,0.9171319
0.93137497,0.9169721
0.9312222,0.91681194
0.9310691,0.9166516
0.9309158,0.9164912
0.93076235,0.91633064
0.9306086,0.9161698
0.9304546,0.91600865
0.93030053,0.9158474
0.9301462,0.91568595
0.92999166,0.9155245
0.9298369,0.9153626
0.9296819,0.91520053
0.92952675,0.9150384
0.9293714,0.9148759
0.9292158,0.91471344
0.92906,0.9145506
0.92890394,0.9143876
0.9287477,0.91422445
0.9285913,0.91406095
0.9284346,0.9138975
0.9282778,0.91373366
0.9281208,0.9135698
0.9279635,0.9134058
0.927806,0.9132413
0.9276483,0.9130768
0.9274904,0.9129122
0.9273323,0.9127472
0.92717403,0.91258204
0.9270155,0.9124169
0.92685676,0.9122514
0.92669785,0.9120856
0.9265387,0.9119199
0.9263793,0.9117538
0.9262198,0.9115875
0.9260601,0.9114212
0.92590004,0.9112545
0.9257399,0.9110876
0.9255795,0.9109207
0.9254189,0.91075337
0.9252581,0.91058606
0.9250971,0.9104184
0.9249359,0.91025066
0.9247745,0.9100827
0.9246129,0.9099146
0.924451,0.9097463
0.9242889,0.90957767
0.92412674,0.90940887
0.9239643,0.9092401
0.92380166,0.90907097
0.9236388,0.90890163
0.92347574,0.9087323
0.9233124,0.90856254
0.923149,0.9083926
0.9229853,0.90822273
0.9228214,0.90805244
0.9226574,0.90788203
0.9224931,0.9077114
0.9223286,0.9075406
0.92216384,0.90736955
0.921999,0.90719837
0.9218339,0.9070271
0.9216685,0.9068555
0.92150307,0.90668374
0.9213373,0.90651196
0.9211715,0.9063397
0.9210053,0.9061676
0.92083895,0.9059951
0.9206724,0.9058224
0.9205057,0.90564954
0.9203388,0.9054765
0.9201716,0.90530336
0.9200043,0.9051298
0.91983676,0.90495634
0.91966903,0.9047825
0.91950107,0.9046084
0.9193329,0.9044344
0.91916454,0.90426
0.91899604,0.9040854
0.91882724,0.90391076
0.9186583,0.9037358
0.91848916,0.9035608
0.9183198,0.9033855
0.91815025,0.9032102
0.9179805,0.9030345
0.91781056,0.90285856
0.9176404,0.90268266
0.91747004,0.9025064
0.91729945,0.90233004
0.9171287,0.9021536
0.9169578,0.9019768
0.91678655,0.9017999
0.91661525,0.9016227
0.91644365,0.90144545
0.9162719,0.90126795
0.91609997,0.9010904
0.9159278,0.9009126
0.91575545,0.9007344
0.9155829,0.9005562
0.91541016,0.90037787
0.9152372,0.90019935
0.91506404,0.9000206
0.9148907,0.8998417
